ngramme	BenTroieC_1partial	SGeorgDeG	AlexisPQ	BenTroieC_4partial	Yvain	MeraugisF	ChaceP	DancusM	AlexisOctP	PercevalKu	AlexisP13	Cliges	JugAmD	AlexisP11	JAvesnesFilleB	FillePonth1B1	SGeorgVosL	ThebesC	AigarB	UnicornecW	LancJ	ErecF	CleomHas	AlexisPRI	OmbreB2
x 	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0

xi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0

xv	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

xx	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0

y 	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0

yc	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

yd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0

yl	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

yn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0

yo	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

yp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0

ys	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0

yt	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

yv	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0

à
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0

à 	0	0	0	1	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0

ça	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	10	1	0	0

ço	63	0	0	4	1	0	0	0	0	0	0	0	0	19	0	2	0	48	1	0	0	0	0	15	0

çà	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0

ès	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0

èv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0

ér	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0

ҫo	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 & 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
 a
	0	0	0	0	16	7	1	1	0	20	0	7	0	0	3	9	0	5	0	0	16	6	92	0	2
 a 	691	64	116	47	618	265	20	39	118	697	190	685	46	47	192	237	11	900	44	33	657	682	393	228	102
 aa	7	0	0	0	4	1	1	0	1	8	1	7	0	0	2	1	1	13	0	0	1	2	17	0	1
 ab	16	3	0	4	13	6	3	1	2	25	4	14	2	2	8	6	1	35	19	3	11	22	43	3	1
 ac	59	2	3	2	30	17	5	3	1	29	8	56	1	9	29	12	0	59	11	2	26	36	102	12	6
 ad	20	2	2	3	28	5	4	6	8	13	6	19	2	14	46	2	0	52	4	4	22	10	118	4	2
 ae	0	0	0	0	2	0	0	0	0	14	2	6	0	0	0	0	0	1	1	0	3	3	1	1	0
 af	23	2	3	0	27	5	4	0	5	32	6	30	2	1	6	5	0	46	2	5	30	30	127	6	10
 ag	17	2	3	2	9	2	0	7	1	11	4	8	0	1	0	0	2	16	2	3	4	5	45	2	0
 ah	2	0	0	0	1	0	0	0	1	2	1	0	0	1	0	0	0	4	0	0	4	0	2	0	0
 ai	130	8	11	7	152	77	12	12	18	165	22	102	4	12	38	26	5	137	18	4	111	96	515	36	33
 aj	5	0	0	0	0	1	0	0	0	1	2	2	0	1	0	0	0	4	3	0	2	5	15	3	0
 al	147	4	62	8	82	39	5	5	23	142	73	89	2	70	16	36	10	250	23	2	82	85	315	82	7
 am	115	10	33	6	118	44	5	4	23	175	31	146	20	19	28	25	2	126	2	4	90	118	346	43	41
 an	66	6	20	5	81	34	8	16	5	1028	38	630	3	16	9	18	8	61	21	3	729	852	151	24	23
 ao	2	3	1	0	4	1	0	0	1	9	4	2	0	0	0	0	4	3	1	0	3	2	5	1	0
 ap	92	13	16	12	95	31	13	37	9	145	38	116	7	23	32	61	10	128	4	5	113	136	288	47	10
 aq	1	0	1	0	1	1	0	0	1	0	0	8	0	0	0	0	0	3	1	0	2	2	2	2	0
 ar	137	5	12	16	121	24	3	13	8	173	30	105	3	4	25	18	7	144	13	5	114	129	274	17	7
 as	162	3	13	16	59	58	21	19	10	148	24	110	7	16	23	24	4	177	18	2	99	109	213	25	6
 at	24	1	2	6	40	15	0	4	8	66	3	55	5	25	8	20	1	39	1	1	39	85	51	6	6
 au	121	27	38	6	186	97	55	50	32	244	41	226	19	0	119	96	14	125	15	16	232	172	611	55	39
 av	332	20	29	10	265	128	21	35	43	409	26	224	20	26	85	119	14	317	5	1	288	287	1007	39	43
 aw	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
 ax	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0
 ay	0	2	2	0	9	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	7	0	0
 az	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
 aç	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
 aé	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
 aë	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
 aï	25	0	0	3	8	4	0	0	0	6	0	6	0	0	0	0	0	5	0	0	9	3	2	0	1
 aü	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	7	0	0	2	1	0	0	0
 aÿ	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 b
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
 b 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
 ba	106	3	15	7	89	43	3	17	11	122	35	113	10	10	33	26	7	265	18	3	108	105	264	21	6
 bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
 be	152	9	10	8	79	84	5	9	15	185	3	73	8	15	38	14	2	95	25	1	90	165	323	22	21
 bi	253	8	50	22	214	70	30	12	36	397	63	221	29	7	51	92	11	341	2	25	256	261	785	48	64
 bl	37	1	1	2	25	11	1	7	0	45	5	43	6	5	1	7	1	61	17	2	39	89	76	8	5
 bo	120	13	32	9	129	53	10	29	21	135	50	94	8	20	39	47	16	164	28	2	86	69	292	24	9
 br	47	2	5	9	33	22	7	5	2	46	6	61	1	2	24	7	3	110	10	3	36	62	112	3	3
 bu	27	0	1	2	12	2	2	4	0	31	6	18	0	0	0	5	0	21	0	0	17	66	6	4	2
 bè	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0
 bé	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
 c 	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	3	0	0
 ca	33	1	14	8	82	53	5	18	0	20	69	9	1	0	31	79	3	37	69	12	17	29	298	63	1
 cb	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
 cc	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
 ce	196	29	70	30	108	280	73	46	61	668	2	488	22	35	164	88	11	392	16	16	608	378	1677	76	92
 ch	404	26	78	26	928	279	68	70	42	886	153	435	35	33	133	70	17	804	4	1	660	654	1249	3	61
 ci	178	10	11	18	38	143	4	18	22	264	17	171	6	31	8	27	12	338	5	13	283	180	414	81	19
 cl	31	1	14	2	39	13	5	3	5	60	12	172	27	4	12	4	1	38	7	2	18	38	710	11	3
 cm	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
 cn	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 co	742	58	154	83	772	366	69	62	93	924	186	844	61	111	287	237	32	1130	89	49	837	894	1828	209	100
 cq	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 cr	80	47	45	9	89	54	3	5	13	110	28	98	4	14	22	40	28	187	8	2	99	69	236	29	8
 cs	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 cu	119	8	36	4	146	54	16	38	21	193	49	257	8	9	29	23	9	159	3	7	195	190	567	17	44
 cy	0	3	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
 cè	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 cé	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0
 cï	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 cô	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 d 	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	0	0	0	0	1	0
 da	158	12	22	16	250	111	6	20	17	251	36	149	26	12	108	188	13	280	27	9	172	195	414	39	45
 de	1484	108	243	148	1243	575	76	176	226	1779	262	1318	99	188	599	401	144	2073	133	52	1478	1527	3151	350	193
 dh	2	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
 di	262	111	150	30	378	235	21	34	33	511	145	262	35	37	95	202	47	336	10	11	370	321	1028	209	70
 dl	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 do	251	17	72	23	266	183	55	94	56	348	125	310	18	71	98	121	23	387	26	16	268	275	1014	102	54
 dr	91	3	8	4	67	28	9	1	8	88	26	50	0	6	8	9	2	130	6	3	67	80	268	11	5
 du	146	12	48	16	210	57	2	11	21	139	23	157	11	15	108	27	6	291	14	5	96	129	409	43	13
 dy	0	1	0	0	4	0	0	0	0	0	0	3	1	0	10	0	0	1	0	0	0	0	8	0	0
 dè	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	8	0	0	0	0	7	0	1
 dé	1	0	0	0	2	1	2	0	0	2	1	0	0	0	4	20	7	2	0	0	2	4	6	15	1
 dë	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 dï	0	0	0	0	14	17	0	0	0	18	0	24	0	0	0	0	0	0	0	0	28	8	0	0	0
 e 	1205	0	0	106	0	0	0	0	1	0	1	0	0	52	4	14	0	0	115	1	0	0	1	1	0
 ea	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	4	0	0	0	0	2	0	1
 eb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
 ec	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ed	1	0	0	0	0	2	0	0	2	0	0	1	0	4	0	0	0	4	0	0	0	0	0	0	0
 ef	0	0	1	0	4	0	0	0	3	0	2	0	0	0	2	0	0	0	1	1	0	0	13	2	0
 eg	1	1	0	2	0	2	0	0	0	4	4	1	0	2	0	2	0	6	0	0	1	2	1	3	0
 eh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
 ei	42	0	0	5	1	39	0	8	4	25	0	43	0	3	0	1	0	76	3	0	34	40	2	0	0
 el	101	5	3	16	188	55	1	18	10	223	25	121	7	15	40	125	3	149	40	8	135	138	272	47	43
 em	32	7	5	3	48	6	4	3	2	1	12	34	2	6	11	8	0	30	1	1	1	0	62	24	5
 en	866	73	133	70	666	318	53	101	124	200	257	274	31	124	231	302	47	1224	59	37	241	132	1795	246	131
 eo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	4	0	0
 ep	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 er	166	1	4	7	20	40	4	0	10	43	13	17	1	11	0	4	2	86	20	2	28	139	507	19	18
 es	676	42	111	74	570	335	39	84	83	774	140	729	28	77	196	156	48	1024	103	42	708	730	1608	182	92
 et	26	35	105	2	879	402	65	402	236	1202	161	1003	41	15	474	831	77	1040	5	49	1074	1106	2290	150	103
 eu	46	2	17	3	22	11	2	0	11	0	7	0	2	4	41	20	2	71	3	0	0	4	12	22	4
 ev	4	0	1	1	0	0	0	0	2	7	1	4	0	0	0	1	0	3	0	0	11	17	3	2	0
 ex	1	2	0	1	1	0	0	0	0	0	1	0	0	0	5	1	0	0	0	0	0	0	5	1	0
 ez	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0
 eä	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
 eé	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
 eï	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 eü	32	0	0	2	48	7	0	0	0	68	0	37	0	0	0	6	0	21	0	0	33	29	100	0	3
 f 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
 fa	461	40	29	31	374	37	35	93	24	159	67	149	6	20	108	149	34	590	20	21	114	140	831	70	24
 fe	204	19	29	14	185	207	10	14	53	609	28	426	18	16	40	24	25	341	23	4	479	438	428	26	101
 fi	223	25	65	18	151	84	2	18	35	185	56	144	8	34	105	152	32	344	15	11	162	208	561	76	15
 fk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
 fl	21	0	2	5	11	4	2	1	3	13	5	22	12	0	2	3	0	44	2	2	11	8	35	7	1
 fn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
 fo	190	18	40	12	234	132	12	13	29	296	61	218	13	12	35	75	22	436	33	10	241	215	349	31	37
 fr	61	3	10	6	55	12	9	5	7	80	22	50	2	7	17	14	6	189	10	4	40	85	80	4	3
 fu	462	24	68	34	260	155	12	14	41	375	50	237	25	37	106	122	22	532	17	16	249	352	1007	65	23
 fy	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 fè	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
 fé	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	17	0	0
 fï	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0
 g 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
 ga	8	6	17	1	140	45	6	24	16	306	2	118	11	0	20	15	1	34	16	11	151	103	274	39	18
 ge	171	55	32	20	87	45	1	13	16	409	16	103	17	22	21	19	17	227	8	6	124	11	402	26	22
 gi	14	1	6	1	15	20	2	11	2	41	18	23	3	8	1	9	0	20	0	1	39	26	39	9	5
 gl	8	1	0	0	5	3	0	0	6	9	10	6	1	3	2	4	5	10	1	1	1	8	4	15	0
 go	6	1	1	0	11	26	1	20	2	23	17	3	0	8	3	0	2	16	7	4	15	10	15	6	0
 gr	574	34	59	62	275	81	11	40	44	333	78	272	9	40	95	109	25	676	29	13	298	326	794	65	33
 gu	155	0	9	8	27	22	0	4	5	48	1	41	0	20	7	4	5	252	14	1	39	82	66	14	5
 gé	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	11	0	0	0	0	0	0	0
 gî	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 h 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0
 ha	101	11	11	12	81	62	8	9	13	91	6	63	9	3	33	22	4	133	1	4	76	102	200	10	7
 he	67	2	7	7	29	25	0	2	3	51	5	23	1	8	11	0	0	66	1	1	31	27	42	11	1
 hi	2	1	0	1	14	4	0	0	0	11	4	9	2	0	2	0	0	8	0	5	22	26	33	0	0
 ho	153	15	36	11	169	49	7	8	24	107	54	46	4	41	40	38	4	210	13	9	89	42	330	71	17
 hu	14	0	3	0	21	4	2	1	3	57	6	15	0	1	8	3	1	33	2	2	26	12	46	3	9
 hy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
 hé	3	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	6	0	0	0	2	3	1	1
 hü	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
 i
	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1
 i 	231	0	5	28	85	96	12	17	14	163	20	163	10	20	6	34	4	217	8	6	136	128	377	28	8
 ia	5	0	1	1	1	1	0	10	0	12	7	26	1	0	0	13	1	5	0	3	13	12	4	0	0
 ib	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
 ic	17	1	2	9	2	5	0	14	1	26	12	7	0	5	15	3	1	35	0	0	6	2	25	7	1
 id	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0
 ie	69	0	1	3	56	19	0	6	1	17	28	40	1	2	1	11	0	40	2	6	28	52	52	19	8
 ig	0	0	0	0	1	0	0	2	1	6	0	4	0	0	0	0	1	1	0	0	4	3	0	0	0
 ih	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
 ii	4	1	0	1	21	37	0	14	0	1	0	54	3	0	8	11	0	1	1	8	1	0	104	1	3
 ij	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0
 ik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
 il	252	21	41	15	471	194	34	164	75	718	76	365	20	58	134	267	9	559	3	13	462	286	1137	117	80
 im	1	1	4	0	0	0	0	0	0	0	3	0	0	2	5	0	0	1	0	0	0	2	0	0	0
 in	5	0	1	1	1	1	3	5	8	1	11	0	0	1	10	0	0	7	2	2	0	2	3	6	0
 io	3	0	0	1	1	0	0	0	1	0	0	0	0	1	0	2	0	12	0	15	0	0	28	1	0
 ip	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
 iq	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
 ir	60	0	1	4	21	19	1	0	2	57	14	15	2	0	2	12	1	64	10	1	42	30	117	7	3
 is	16	0	6	9	34	27	2	7	14	42	8	29	4	0	1	4	1	44	1	3	32	38	33	13	4
 it	9	0	1	1	1	25	0	0	3	5	1	4	0	0	0	0	0	14	0	0	6	3	0	6	0
 iu	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
 iv	1	0	1	0	0	0	0	0	0	1	1	3	0	0	0	0	0	3	1	0	1	1	0	0	0
 ix	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
 ià	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
 iç	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	0
 ié	1	0	0	0	1	0	0	0	0	2	2	1	0	0	0	0	0	24	0	0	2	0	2	3	0
 j
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
 j 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	1	0
 ja	134	3	22	9	134	100	6	4	23	177	14	140	6	7	25	13	2	135	20	0	128	167	115	22	21
 je	8	14	31	0	329	240	20	7	44	171	11	244	7	0	35	42	9	24	3	0	288	272	571	14	90
 jh	0	9	24	0	0	0	0	0	4	2	0	0	0	0	2	7	0	0	0	0	0	0	0	1	0
 ji	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
 jl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
 jo	310	13	30	28	129	100	15	37	24	170	63	170	7	20	48	134	30	402	15	0	143	193	569	79	16
 jr	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ju	35	3	4	3	44	28	4	32	1	81	14	48	9	5	8	16	2	108	4	0	78	61	55	8	6
 jy	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 jà	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	73	0	0
 jö	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
 jü	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
 k 	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0
 ka	0	0	0	0	1	0	2	0	0	1	16	0	0	0	0	1	0	0	1	0	0	1	178	0	0
 ke	0	0	0	0	29	0	0	0	4	24	89	0	0	0	0	138	0	0	2	1	34	7	107	18	0
 ki	0	0	0	0	1	0	0	0	1	0	106	0	0	0	0	82	0	0	1	4	0	0	5	10	0
 kl	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0
 ko	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	13	0	0
 ku	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
 ky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
 kà	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0
 ké	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 l
	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 l 	0	0	1	0	0	0	0	0	0	0	23	0	0	6	1	0	0	0	0	0	0	0	0	30	0
 la	844	53	186	67	825	498	50	188	109	1324	97	951	34	141	291	253	47	1360	98	66	1184	1058	1969	251	112
 lc	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
 ld	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
 le	734	118	236	99	1129	397	112	183	127	1398	342	1067	57	96	435	390	71	1621	30	53	1082	1041	2281	269	91
 lf	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
 lh	0	0	0	0	0	0	0	0	0	1	7	0	0	11	5	1	0	0	0	0	0	0	1	3	0
 li	636	8	112	67	842	358	50	139	56	1122	242	815	41	109	15	367	39	932	43	34	890	872	2022	215	91
 ll	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
 lm	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
 lo	505	17	38	47	207	196	30	33	33	276	74	371	29	49	38	78	8	723	116	11	298	269	785	99	39
 lp	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0
 lq	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
 lr	0	0	1	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0
 ls	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	1	0
 lt	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
 lu	102	41	10	5	148	53	2	14	23	217	33	217	3	14	82	40	3	217	12	10	188	182	561	26	16
 lv	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0
 lw	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 lx	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ly	0	5	3	0	3	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	2	0	23	11	0
 là	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	361	0	0
 lè	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	3	0	0
 lé	1	0	0	0	2	0	0	2	0	4	3	1	0	0	1	0	2	34	0	0	3	4	61	3	0
 lë	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
 lî	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 lï	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	4	0	0	0	0
 lö	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
 lÿ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
 m 	0	0	0	0	0	0	0	0	0	0	0	1	0	6	1	7	0	0	0	0	0	0	4	3	0
 ma	516	34	70	40	497	216	19	103	67	752	126	467	20	44	130	186	39	631	70	28	525	515	1304	124	81
 me	556	30	92	42	714	452	42	90	99	957	136	584	27	81	95	170	25	806	19	15	720	607	1447	161	99
 mf	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
 mi	249	20	27	17	210	108	23	12	19	240	48	214	20	10	40	56	12	262	16	17	221	189	292	45	60
 ml	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
 mo	458	45	119	47	586	249	23	38	86	755	113	534	31	37	106	235	46	851	30	31	667	586	1499	134	88
 mr	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
 mu	42	2	2	3	33	19	3	23	2	50	6	41	2	10	3	18	18	90	5	0	34	24	41	10	3
 mv	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
 my	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
 mè	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	12
 mé	2	0	16	0	0	0	0	0	4	0	23	0	0	0	0	6	0	103	0	0	0	0	1	46	0
